newspaper,person,name_variation,page_number,date,url,previous page
estadao,Marco Aurélio da Silva Canal,Marco+Canal,321,"04/03/2010, QUINTA-FEIRA, PÁGINA a3",https://acervo.estadao.com.br/pagina/#!/20100304-42506-nac-3-edi-a3-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=321
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"10/03/2010, QUARTA-FEIRA, PÁGINA e4",https://acervo.estadao.com.br/pagina/#!/20100310-42512-spo-61-esp-e4-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"17/03/2010, QUARTA-FEIRA, PÁGINA d12",https://acervo.estadao.com.br/pagina/#!/20100317-42519-spo-59-cd2-d12-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"17/03/2010, QUARTA-FEIRA, PÁGINA a14",https://acervo.estadao.com.br/pagina/#!/20100317-42519-spo-14-int-a14-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"17/03/2010, QUARTA-FEIRA, PÁGINA b2",https://acervo.estadao.com.br/pagina/#!/20100317-42519-spo-24-eco-b2-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"16/03/2010, TERÇA-FEIRA, PÁGINA a16",https://acervo.estadao.com.br/pagina/#!/20100316-42518-spo-16-ger-a16-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"16/03/2010, TERÇA-FEIRA, PÁGINA a16",https://acervo.estadao.com.br/pagina/#!/20100316-42518-nac-16-ger-a16-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"20/12/2010, SEGUNDA-FEIRA, PÁGINA l6",https://acervo.estadao.com.br/pagina/#!/20101220-42797-spo-60-inf-l6-not/busca/marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"24/08/2010, TERÇA-FEIRA, PÁGINA tam4",https://acervo.estadao.com.br/pagina/#!/20100824-42679-spo-60-epl-tam4-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"24/08/2010, TERÇA-FEIRA, PÁGINA d5",https://acervo.estadao.com.br/pagina/#!/20100824-42679-spo-47-cd2-d5-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,322,"03/11/2010, QUARTA-FEIRA, PÁGINA a20",https://acervo.estadao.com.br/pagina/#!/20101103-42750-spo-19-int-a20-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=322
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"26/07/2018, QUINTA-FEIRA, PÁGINA a8",https://acervo.estadao.com.br/pagina/#!/20180726-45572-spo-8-pol-a8-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"29/03/2015, DOMINGO, PÁGINA h14",https://acervo.estadao.com.br/pagina/#!/20150329-44357-spo-161-eco-h14-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"29/06/2018, SEXTA-FEIRA, PÁGINA c5",https://acervo.estadao.com.br/pagina/#!/20180629-45545-spo-41-cd2-c5-not/busca/Mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"12/06/2018, TERÇA-FEIRA, PÁGINA b10",https://acervo.estadao.com.br/pagina/#!/20180612-45528-nac-25-eco-b10-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"12/06/2018, TERÇA-FEIRA, PÁGINA b10",https://acervo.estadao.com.br/pagina/#!/20180612-45528-spo-25-eco-b10-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"29/04/2016, SEXTA-FEIRA, PÁGINA c8",https://acervo.estadao.com.br/pagina/#!/20160429-44754-spo-46-cd2-c8-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"09/05/2018, QUARTA-FEIRA, PÁGINA t01",https://acervo.estadao.com.br/pagina/#!/20180509-45494-spo-68-esp-t01-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"09/05/2018, QUARTA-FEIRA, PÁGINA t01",https://acervo.estadao.com.br/pagina/#!/20180509-45494-nac-68-esp-t01-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"09/05/2018, QUARTA-FEIRA, PÁGINA a13",https://acervo.estadao.com.br/pagina/#!/20180509-45494-spo-13-int-a13-not/busca/canal+mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,323,"31/05/2017, QUARTA-FEIRA, PÁGINA e38",https://acervo.estadao.com.br/pagina/#!/20170531-45151-nac-92-epl-e38-not/busca/Marco+canal,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=323
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"13/07/2010, TERÇA-FEIRA, PÁGINA c6",https://acervo.estadao.com.br/pagina/#!/20100713-42637-spo-36-cid-c6-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"07/07/2010, QUARTA-FEIRA, PÁGINA d10",https://acervo.estadao.com.br/pagina/#!/20100707-42631-spo-47-cd2-d10-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"21/07/2010, QUARTA-FEIRA, PÁGINA d10",https://acervo.estadao.com.br/pagina/#!/20100721-42645-spo-48-cd2-d10-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"21/07/2010, QUARTA-FEIRA, PÁGINA d10",https://acervo.estadao.com.br/pagina/#!/20100721-42645-nac-46-cd2-d10-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"27/07/2010, TERÇA-FEIRA, PÁGINA v2",https://acervo.estadao.com.br/pagina/#!/20100727-42651-spo-72-via-v2-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"24/11/2010, QUARTA-FEIRA, PÁGINA d12",https://acervo.estadao.com.br/pagina/#!/20101124-42771-spo-57-cd2-d12-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"24/11/2010, QUARTA-FEIRA, PÁGINA d12",https://acervo.estadao.com.br/pagina/#!/20101124-42771-nac-52-cd2-d12-not/busca/mar%C3%A7o,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"06/09/2010, SEGUNDA-FEIRA, PÁGINA d6",https://acervo.estadao.com.br/pagina/#!/20100906-42692-nac-32-cd2-d6-not/busca/Marco,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
estadao,Marco Aurélio da Silva Canal,Marco+Canal,324,"24/05/2010, SEGUNDA-FEIRA, PÁGINA n4",https://acervo.estadao.com.br/pagina/#!/20100524-42587-nac-63-eco-n4-not/busca/MAR%C3%87O,https://acervo.estadao.com.br/procura/busca.php?&busca=Marco+Canal&decade=2010%7C2010&page=324
