newspaper,person,name_variation,page_number,date,url,previous page
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,37,"28/11/2010, DOMINGO, PÁGINA ci47",https://acervo.estadao.com.br/pagina/#!/20101128-42775-nac-149-imo-ci47-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=37
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,37,"07/04/2010, QUARTA-FEIRA, PÁGINA a16",https://acervo.estadao.com.br/pagina/#!/20100407-42540-nac-16-ger-a16-not/busca/LUIS,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=37
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,37,"27/04/2011, QUARTA-FEIRA, PÁGINA c6",https://acervo.estadao.com.br/pagina/#!/20110427-42925-spo-42-cid-c6-not/busca/Flores,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=37
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,37,"13/10/2011, QUINTA-FEIRA, PÁGINA ci7",https://acervo.estadao.com.br/pagina/#!/20111013-43094-spo-51-imo-ci7-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=37
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,37,"13/10/2011, QUINTA-FEIRA, PÁGINA ci7",https://acervo.estadao.com.br/pagina/#!/20111013-43094-nac-49-imo-ci7-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=37
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"11/11/2010, QUINTA-FEIRA, PÁGINA ci11",https://acervo.estadao.com.br/pagina/#!/20101111-42758-nac-64-imo-ci11-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"28/11/2010, DOMINGO, PÁGINA ci47",https://acervo.estadao.com.br/pagina/#!/20101128-42775-spo-149-imo-ci47-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"26/07/2010, SEGUNDA-FEIRA, PÁGINA e3",https://acervo.estadao.com.br/pagina/#!/20100726-42650-spo-45-esp-e3-not/busca/Flores,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"26/07/2010, SEGUNDA-FEIRA, PÁGINA e3",https://acervo.estadao.com.br/pagina/#!/20100726-42650-nac-43-esp-e3-not/busca/Flores,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"19/01/2012, QUINTA-FEIRA, PÁGINA ci5",https://acervo.estadao.com.br/pagina/#!/20120119-43192-nac-51-imo-ci5-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"19/01/2012, QUINTA-FEIRA, PÁGINA ci5",https://acervo.estadao.com.br/pagina/#!/20120119-43192-spo-53-imo-ci5-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"09/11/2011, QUARTA-FEIRA, PÁGINA g2",https://acervo.estadao.com.br/pagina/#!/20111109-43121-nac-54-agr-g2-not/busca/Lu%C3%ADs,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"09/11/2011, QUARTA-FEIRA, PÁGINA g2",https://acervo.estadao.com.br/pagina/#!/20111109-43121-spo-58-agr-g2-not/busca/Lu%C3%ADs,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,38,"25/11/2011, SEXTA-FEIRA, PÁGINA d13",https://acervo.estadao.com.br/pagina/#!/20111125-43137-nac-68-cd2-d13-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=38
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,39,"28/02/2013, QUINTA-FEIRA, PÁGINA d12",https://acervo.estadao.com.br/pagina/#!/20130228-43598-nac-70-cd2-d12-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=39
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,39,"28/02/2013, QUINTA-FEIRA, PÁGINA d12",https://acervo.estadao.com.br/pagina/#!/20130228-43598-spo-73-cd2-d12-not/busca/Luis,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=39
estadao,Luis Gustavo Rodrigues Flores,Luis+Flores,39,"18/01/2013, SEXTA-FEIRA, PÁGINA d8",https://acervo.estadao.com.br/pagina/#!/20130118-43557-nac-39-cd2-d8-not/busca/Lu%C3%ADs,https://acervo.estadao.com.br/procura/busca.php?&busca=Luis+Flores&decade=2010%7C2010&page=39
