newspaper,person,name_variation,page_number,date,url,previous page
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,257,"02/02/2017, QUINTA-FEIRA, PÁGINA b5",https://acervo.estadao.com.br/pagina/#!/20170202-45033-spo-25-eco-b5-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=257
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,257,"02/02/2017, QUINTA-FEIRA, PÁGINA b5",https://acervo.estadao.com.br/pagina/#!/20170202-45033-nac-25-eco-b5-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=257
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,257,"27/01/2017, SEXTA-FEIRA, PÁGINA q52",https://acervo.estadao.com.br/pagina/#!/20170127-45027-nac-86-gui-q52-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=257
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"27/01/2017, SEXTA-FEIRA, PÁGINA q52",https://acervo.estadao.com.br/pagina/#!/20170127-45027-spo-86-gui-q52-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"25/12/2016, DOMINGO, PÁGINA f13",https://acervo.estadao.com.br/pagina/#!/20161225-44994-spo-63-ctr-f13-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"25/12/2016, DOMINGO, PÁGINA f12",https://acervo.estadao.com.br/pagina/#!/20161225-44994-spo-62-ctr-f12-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"27/12/2016, TERÇA-FEIRA, PÁGINA a12",https://acervo.estadao.com.br/pagina/#!/20161227-44996-spo-11-mrt-a12-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"27/12/2016, TERÇA-FEIRA, PÁGINA a12",https://acervo.estadao.com.br/pagina/#!/20161227-44996-nac-11-mrt-a12-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"25/12/2016, DOMINGO, PÁGINA f13",https://acervo.estadao.com.br/pagina/#!/20161225-44994-nac-63-ctr-f13-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
estadao,Fábio Cardoso do Nascimento,Fábio+Nascimento,258,"25/12/2016, DOMINGO, PÁGINA f12",https://acervo.estadao.com.br/pagina/#!/20161225-44994-nac-62-ctr-f12-not/busca/Nascimento,https://acervo.estadao.com.br/procura/busca.php?&busca=F%C3%A1bio+Nascimento&decade=2010%7C2010&page=258
